name,key,C_Major,C_minor,C#/D♭_Major,C#/D♭_minor,D_Major,D_minor,D#/E♭_Major,D#/E♭_minor,E_Major,E_minor,F_Major,F_minor,F#/G♭_Major,F#/G♭_minor,G_Major,G_minor,G#/A♭_Major,G#/A♭_minor,A_Major,A_minor,A#/B♭_Major,A#/B♭_minor,B_Major,B_minor
ロングバケーション（RIP SLYME） ,C_Major,46,0,0,0,4,4,0,0,4,4,3,0,0,8,11,0,0,0,17,0,1,0,4,1
FAKE（RIP SLYME） ,C#/D♭_minor,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hey,Brother（RIP SLYME） ",B_Major,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
PRISM（RIP SLYME） ,A_Major,6,0,0,24,44,0,0,0,22,0,0,0,0,25,4,0,0,0,25,0,6,0,0,6
フラワーチルドレン（RIP SLYME） ,B_Major,17,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31
Butterfly Effect（RIP SLYME） ,F_Major,0,0,0,0,0,0,0,0,0,0,58,0,0,0,4,0,0,0,0,0,28,26,0,0
恋のシンキングタイム（RIP SLYME） ,G_Major,2,7,0,8,8,15,11,0,4,7,14,0,0,0,49,20,1,0,13,0,1,0,0,12
断捨離ズム（RIP SLYME） ,C_minor,0,104,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0
気の置けない二人（RIP SLYME） ,A#/B♭_minor,0,0,0,0,0,0,17,31,45,0,34,15,25,0,0,0,29,12,0,0,0,41,0,0
真夏のWOW（RIP SLYME） ,C_minor,17,46,0,2,49,3,0,0,2,18,8,0,0,0,0,16,0,0,5,0,16,0,0,2
GOLDEN TIME（RIP SLYME） ,F_Major,17,0,8,0,0,0,4,0,0,0,17,0,0,0,1,14,2,0,0,0,8,0,0,0
黄昏サラウンド（RIP SLYME） ,B_Major,8,0,0,7,0,0,0,13,15,0,0,0,14,0,0,0,0,12,0,0,0,0,6,0
アプリオリ（RIP SLYME） ,G#/A♭_Major,0,22,31,2,0,0,20,0,0,0,0,0,4,0,0,0,34,0,0,0,0,20,0,0
SLY（RIP SLYME） ,E_Major,8,3,0,0,27,3,3,0,53,0,0,0,0,0,0,4,4,0,48,1,4,0,3,0
ピンクスパイダー（RIZE） ,B_minor,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,11,0,0,0,6,16
真夏の太陽（ROCK'A'TRENCH） ,A#/B♭_Major,0,9,0,0,0,25,25,0,0,0,30,0,0,0,0,28,0,0,0,0,24,0,0,0
My SunShine（ROCK'A'TRENCH） ,A_Major,0,0,3,22,26,0,0,0,11,0,0,0,0,9,1,0,0,3,26,0,0,0,3,13
JUMP STAR（ROCK'A'TRENCH） ,B_Major,0,0,0,10,0,0,4,6,26,0,0,0,20,0,0,0,0,15,0,0,0,0,14,0
言葉をきいて（ROCK'A'TRENCH） ,A#/B♭_Major,15,12,0,0,15,6,26,0,0,0,29,0,2,0,0,20,0,0,0,3,27,0,0,0
ブラックジャック（RUN&GUN） ,A#/B♭_Major,2,4,0,0,2,2,10,4,0,2,8,0,2,0,4,4,1,0,0,0,24,0,0,0
In the name of love（Ruppina） ,E_Major,0,0,2,18,0,0,0,2,28,0,0,0,0,17,0,0,14,17,27,0,0,2,18,0
桜唄（RYTHEM） ,C_Major,48,0,0,0,0,12,0,0,0,8,24,0,0,0,35,0,0,0,0,19,0,0,0,0
ブルースカイ・ブルー（RYTHEM） ,F_Major,17,0,0,0,1,7,1,0,0,0,12,0,2,0,2,11,4,0,5,6,6,0,0,0
ツナイデテ（RYTHEM） ,D#/E♭_Major,3,19,3,0,0,4,11,0,0,0,3,10,0,0,5,12,28,0,0,0,35,0,4,0
ホウキ雲（RYTHEM） ,G#/A♭_Major,20,0,26,0,0,3,38,0,0,0,0,35,0,0,0,0,12,0,0,0,3,6,0,0
万華鏡キラキラ（RYTHEM） ,D#/E♭_Major,4,17,0,0,0,0,9,0,3,0,0,23,3,0,20,14,22,0,0,3,24,0,0,0
首すじライン（RYTHEM） ,D_Major,0,0,0,2,10,0,0,0,0,18,2,0,10,17,11,4,0,0,22,4,1,0,0,26
蛍火（RYTHEM） ,D_Major,0,0,0,0,9,0,0,0,0,24,0,0,3,32,22,0,0,0,31,0,0,0,2,23
イエスタデイ（SACRA） ,C_Major,29,0,0,0,2,18,0,0,8,11,14,3,0,0,21,0,0,0,0,13,0,0,0,0
花色の美少女（SAKANAMON） ,G_Major,31,0,7,0,30,4,2,1,1,26,6,0,0,0,26,0,4,0,0,16,4,0,2,15
回答少年（SAKANAMON） ,E_Major,4,0,0,22,1,0,0,0,30,0,0,0,0,11,4,0,3,8,28,0,3,0,22,0
崩壊パッケージ（SAKANAMON） ,D_Major,8,0,0,0,43,0,0,0,0,7,0,0,1,9,14,2,6,0,31,4,5,0,0,12
LOVE 4 REAL（SAKURA） ,C_Major,31,0,0,0,0,21,0,0,0,2,0,0,0,0,22,0,0,0,0,19,0,0,0,0
call（Salley） ,A#/B♭_minor,0,0,5,0,0,0,0,2,0,0,0,0,55,0,0,0,62,0,4,0,0,50,0,0
赤い靴（Salley） ,G_minor,0,11,0,0,0,3,51,3,5,0,44,0,8,0,0,38,0,0,0,0,35,0,0,0
ブレイクスルー（Salyu） ,A#/B♭_Major,6,0,0,0,12,0,39,6,0,0,12,0,3,0,0,12,6,0,0,0,42,0,0,0
アイアム（Salyu） ,B_Major,0,0,3,3,0,0,5,16,25,0,0,0,18,0,0,0,4,24,3,0,0,6,16,0
プラットホーム（Salyu） ,C#/D♭_Major,1,0,7,4,1,0,1,20,8,0,5,4,8,11,0,1,20,0,0,0,8,5,9,0
Pop（Salyu） ,G#/A♭_Major,0,0,19,0,11,0,0,14,11,0,0,0,6,0,8,0,23,0,8,0,0,0,8,0
magic（Salyu） ,C_Major,25,2,0,0,9,21,3,0,9,5,12,1,0,6,43,4,6,0,0,19,7,0,0,8
camera（Salyu） ,D_Major,12,0,0,0,56,0,0,0,3,10,0,0,0,16,49,0,0,4,22,0,0,0,0,7
HALFWAY（Salyu） ,G#/A♭_Major,0,8,5,7,0,3,28,0,0,0,14,3,11,0,0,0,28,0,0,0,0,14,0,0
Dramatic Irony（Salyu） ,C#/D♭_Major,0,0,36,0,0,0,0,14,0,0,0,0,34,0,0,0,7,2,2,0,0,5,3,0
Lighthouse（Salyu） ,G#/A♭_Major,0,7,10,5,2,0,16,0,0,0,5,5,5,0,2,0,21,0,0,0,0,16,0,0
トビラ（Salyu） ,G_Major,31,0,0,0,41,0,0,0,2,16,0,0,0,0,31,0,0,0,0,42,0,0,0,13
LIFE-ライフ-（Salyu） ,G_Major,45,2,4,0,37,0,7,0,5,12,14,0,2,0,24,0,0,0,5,22,0,0,2,17
青空（Salyu） ,B_Major,0,2,0,10,0,0,3,17,21,3,0,0,36,0,3,0,0,18,3,0,0,0,30,0
VALON-1（Salyu） ,F_Major,26,4,0,0,8,13,3,0,0,3,14,0,0,0,3,19,13,0,14,16,21,0,0,0
虹の先（Salyu） ,A_Major,0,0,8,4,8,1,0,7,12,0,0,0,23,0,10,0,14,5,11,0,0,7,6,9
彗星（Salyu） ,B_Major,7,0,0,22,0,2,0,19,26,1,6,0,40,0,12,0,0,31,2,4,0,0,31,0
青空～動画視聴Ver.～（Salyu） ,B_Major,0,2,0,10,0,0,3,17,21,3,0,0,36,0,3,0,0,18,3,0,0,0,30,0
体温（Salyu） ,B_Major,6,0,0,6,0,5,0,4,21,5,7,0,8,0,1,0,0,13,0,8,0,0,14,0
悲しみを越えていく色（Salyu） ,B_Major,0,0,1,18,0,0,0,19,17,0,0,0,25,0,0,0,0,36,0,0,0,0,29,0
旅人（Salyu） ,C#/D♭_Major,3,0,37,0,0,0,3,16,0,0,3,26,17,5,0,5,47,5,5,0,8,21,0,0
青空～初心者向け簡単コードVer.～（Salyu） ,B_Major,0,0,0,10,0,0,3,22,21,7,0,0,38,0,0,0,0,14,0,0,0,0,28,0
Peaty（Salyu） ,B_Major,0,0,4,10,0,0,0,12,8,4,0,0,6,6,7,0,0,14,8,0,0,0,47,0
パラレルナイト（Salyu） ,A#/B♭_Major,0,0,0,0,0,34,37,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
月の裏側（Salyu） ,F#/G♭_Major,0,0,39,0,0,0,0,28,16,0,0,0,13,0,0,0,0,0,0,0,0,12,52,0
landmark（Salyu） ,A#/B♭_Major,0,0,1,0,0,0,44,0,0,0,27,0,0,0,10,40,0,0,0,0,19,0,0,0
ウエエ（Salyu） ,G_Major,49,0,0,0,21,27,45,0,0,0,40,0,0,0,44,0,0,0,3,0,0,0,0,0
Dialogue（Salyu） ,D#/E♭_Major,12,7,5,0,6,0,9,10,1,6,0,8,1,0,5,0,10,8,0,4,14,11,11,6
水色（SAYAKA） ,G#/A♭_Major,18,1,15,0,8,0,24,0,0,0,4,15,0,0,2,7,9,0,2,0,5,3,0,0
Bright（SCANDAL） ,G#/A♭_Major,2,6,32,15,0,0,27,0,0,0,0,19,2,0,0,0,29,0,0,0,0,8,0,0
Image（SCANDAL） ,E_Major,0,0,0,9,0,0,0,0,60,0,0,0,0,8,6,0,0,1,50,0,0,0,57,0
Kill the virgin（SCANDAL） ,D#/E♭_minor,13,0,7,0,4,0,3,41,0,18,0,0,9,0,3,0,0,24,0,3,2,6,18,0
Pride（SCANDAL） ,F_minor,6,29,40,0,0,2,48,2,0,0,0,28,2,0,0,1,25,0,0,0,6,19,0,0
Morning sun（SCANDAL） ,E_Major,2,0,0,9,2,0,0,0,55,0,0,0,2,0,0,0,0,0,38,4,0,0,56,0
Happy Birthday（SCANDAL） ,D_Major,7,0,0,0,48,0,0,0,8,2,0,0,1,9,29,0,0,0,13,0,0,0,1,9
DOLL（SCANDAL） ,B_Major,0,0,3,1,16,0,0,0,16,0,0,0,1,0,13,0,0,1,22,0,0,0,48,0
Graduation（SCANDAL） ,F#/G♭_Major,11,0,25,0,14,0,17,29,7,4,1,0,18,0,4,0,0,13,0,2,9,7,25,1
8月（SCANDAL） ,A_Major,0,0,1,11,36,0,0,0,26,0,0,0,0,21,0,0,0,0,9,0,0,0,0,5
LOVE ME DO（SCANDAL） ,C#/D♭_Major,0,0,34,0,0,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,2,0
OSAKA（SCANDAL） ,D_Major,23,0,12,0,50,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,4,0,0,19
LIFE IS A JOURNEY（SCANDAL） ,D_Major,44,0,0,0,57,0,0,0,0,2,0,0,10,2,57,0,0,0,26,0,0,0,0,7
Departure（SCANDAL） ,G_Major,44,0,0,0,35,0,9,0,0,18,0,0,0,0,14,0,0,0,0,13,0,0,11,21
Winter story（SCANDAL） ,F_Major,14,0,0,0,0,7,0,0,4,0,33,0,0,0,0,31,0,0,7,18,13,4,0,0
STANDARD（SCANDAL） ,F#/G♭_minor,0,0,0,2,2,0,0,0,0,0,0,0,0,77,3,0,0,0,4,0,0,0,4,0
Rising Star（SCANDAL） ,C#/D♭_minor,0,0,0,52,0,0,0,0,28,0,0,0,0,3,0,0,0,16,53,0,0,0,60,0
Sunday Drive（SCANDAL） ,A_Major,0,0,5,4,13,0,0,0,24,5,0,0,0,20,0,0,0,0,51,0,0,0,8,6
Your song -English ver.-（SCANDAL） ,A_Major,0,0,11,3,46,0,0,0,58,0,3,0,0,16,6,0,0,0,48,0,0,0,10,0
Welcome home（SCANDAL） ,C#/D♭_Major,0,0,4,0,0,0,0,10,0,0,8,22,31,1,0,0,35,0,1,0,6,20,0,0
SUKI-SUKI（SCANDAL） ,C#/D♭_Major,0,0,65,0,0,0,0,0,0,0,0,8,20,0,0,0,41,0,2,0,0,15,0,0
Right Here（SCANDAL） ,B_Major,0,0,8,8,0,0,3,4,44,0,0,0,50,0,0,0,0,12,2,0,0,0,32,0
おやすみ（SCANDAL） ,F_Major,36,0,0,0,0,30,4,0,0,0,48,0,0,0,0,10,0,0,0,0,40,0,0,0
Queens are trumps（SCANDAL） ,E_minor,1,0,0,0,10,0,0,0,0,79,0,0,0,0,52,0,4,0,35,0,0,0,0,0
LOVE SURVIVE（SCANDAL） ,A_minor,2,0,0,0,0,15,0,0,18,11,27,0,1,0,28,0,1,0,1,47,6,0,0,0
Weather report（SCANDAL） ,A_Major,2,0,4,10,26,0,0,0,26,0,0,0,0,19,4,0,0,0,16,0,0,0,0,22
love in action（SCANDAL） ,F_Major,1,0,0,0,0,2,16,0,0,0,59,0,0,0,2,20,4,0,0,2,22,0,0,0
Sisters（SCANDAL） ,F_Major,24,0,0,0,0,16,1,0,0,0,36,0,0,0,18,7,0,0,15,1,17,0,0,0
Rock'n Roll（SCANDAL） ,F_Major,30,0,14,0,1,41,2,0,0,0,20,0,0,0,16,8,0,0,12,3,24,0,0,0
SCANDAL IN THE HOUSE（SCANDAL） ,C#/D♭_minor,0,0,6,106,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,15,0
Your song（SCANDAL） ,A_Major,0,0,2,12,46,0,0,0,58,0,0,0,0,16,6,0,0,0,52,0,0,0,10,0
Rainy（SCANDAL） ,E_minor,29,0,1,0,19,0,0,0,0,71,0,0,0,0,1,0,0,0,10,0,0,0,15,0
SAKURA グッバイ（SCANDAL） ,F_Major,3,0,0,0,0,2,0,0,0,0,34,0,0,0,0,18,0,0,1,0,16,0,0,0
Runners high（SCANDAL） ,E_Major,3,0,0,48,5,0,1,0,20,0,0,0,26,0,0,0,16,0,25,0,0,0,34,0
Stamp!（SCANDAL） ,B_Major,0,0,0,0,0,0,0,42,51,0,0,0,12,0,12,0,0,0,15,0,3,0,74,0
HARUKAZE（SCANDAL） ,E_Major,0,0,0,39,0,0,0,3,20,0,0,0,0,0,0,0,0,9,44,0,0,0,49,0
ポケモン言えるかな?（SCANDAL） ,C_Major,80,3,1,0,11,0,0,0,1,0,9,0,0,0,14,0,6,0,0,28,5,0,1,0
ビターチョコレート（SCANDAL） ,E_Major,13,0,0,42,12,0,0,12,23,0,0,0,2,9,0,0,10,9,52,0,0,0,36,0
瞬間センチメンタル（SCANDAL） ,F#/G♭_minor,0,0,11,15,38,0,1,2,31,0,1,0,3,24,2,0,0,0,17,0,0,0,0,0
声（SCANDAL） ,F_Major,40,0,6,0,0,25,2,0,0,0,35,0,0,0,0,11,0,0,0,10,56,0,0,0
ピンヒールサーファー（SCANDAL） ,E_Major,7,0,3,11,12,0,0,0,40,0,0,0,3,3,0,0,6,7,13,4,0,0,19,0
ヘブンな気分（SCANDAL） ,D_Major,8,0,0,0,66,0,36,0,0,0,36,0,0,0,0,0,0,0,0,0,8,0,0,0
下弦の月（SCANDAL） ,F#/G♭_minor,0,0,29,0,12,0,0,3,5,0,2,0,3,30,0,0,4,7,19,0,0,5,29,1
ちいさなほのお（SCANDAL） ,G_Major,18,10,0,0,11,0,0,0,0,18,0,0,2,0,25,0,0,0,0,7,0,0,0,14
缶ビール（SCANDAL） ,C_Major,33,0,0,0,4,8,0,0,6,5,31,4,2,0,35,0,7,0,0,23,0,0,0,0
ハルカ（SCANDAL） ,C_Major,21,0,0,0,0,21,0,0,3,24,32,2,0,2,48,0,2,0,0,39,5,0,0,0
Brand new wave（SCANDAL） ,E_Major,0,0,5,32,0,0,0,0,2,0,0,0,0,0,0,0,0,44,74,0,0,0,54,0
キミと未来と完全同期（SCANDAL） ,B_Major,1,1,6,6,0,0,10,0,21,0,0,2,47,0,0,0,49,7,0,0,0,1,4,0
今夜はピザパーティー（SCANDAL） ,F_Major,45,0,0,0,0,5,0,0,0,0,53,0,0,0,0,14,12,0,0,10,45,0,0,0
お願いナビゲーション（SCANDAL） ,G_Major,10,0,0,0,35,0,0,0,0,32,0,0,0,0,25,0,1,0,28,5,1,0,29,1
メトロノーム（SCANDAL） ,D#/E♭_Major,0,60,0,0,0,0,30,0,2,0,1,2,6,0,10,10,31,0,0,0,34,0,0,0
オレンジジュース（SCANDAL） ,F_minor,20,6,9,0,0,6,28,0,0,0,21,32,10,0,11,4,10,0,5,6,11,4,1,0
下弦の月～動画視聴Ver.～（SCANDAL） ,F#/G♭_minor,0,0,29,0,12,0,0,3,5,0,2,0,3,30,0,0,4,7,19,0,0,5,29,1
スキャンダルなんかブッ飛ばせ（SCANDAL） ,D#/E♭_minor,0,0,15,0,2,0,0,26,2,1,10,6,12,2,0,0,1,26,3,0,40,0,5,0
ないないNight 2014（SCANDAL） ,D_Major,19,0,12,0,39,0,0,0,0,0,8,0,1,0,17,0,0,0,9,0,0,0,0,0
会わないつもりの、元気でね（SCANDAL） ,E_Major,13,0,0,23,4,12,2,0,17,0,8,0,4,2,1,0,8,7,27,6,17,1,26,0
少女S（SCANDAL） ,D#/E♭_minor,0,0,3,0,0,0,0,39,0,0,0,0,27,0,0,0,39,0,0,0,17,0,30,0
LOVE（SCANDAL） ,B_Major,0,0,0,8,0,0,0,4,14,0,0,0,38,0,0,0,0,22,0,0,0,0,33,0
夢見るつばさ（SCANDAL） ,D_Major,0,0,1,0,21,0,0,0,2,0,0,0,2,6,21,0,0,0,24,0,0,1,1,18
打ち上げ花火（SCANDAL） ,C_Major,30,0,0,0,0,12,0,0,2,1,18,2,0,0,38,0,4,0,0,21,0,0,2,0
本を読む（SCANDAL） ,G_Major,27,5,0,0,23,0,0,0,0,13,0,0,0,0,46,0,0,0,0,0,0,0,0,4
恋のゲシュタルト崩壊（SCANDAL） ,D_Major,1,0,3,0,12,0,2,0,26,14,0,0,43,0,30,0,5,0,36,0,10,0,1,52
夜明けの流星群（SCANDAL） ,G_Major,46,0,3,0,31,0,7,0,0,16,2,0,0,0,21,0,0,0,0,1,0,0,1,33
太陽スキャンダラス（SCANDAL） ,C#/D♭_minor,2,0,0,51,0,0,1,2,27,0,0,0,0,14,0,0,34,0,29,0,0,0,39,0
涙よ光れ（SCANDAL） ,F_Major,46,0,0,0,0,29,0,0,0,0,37,0,0,0,0,7,0,0,0,15,40,0,0,0
OVER DRIVE（SCANDAL） ,C#/D♭_Major,0,0,20,0,0,0,0,39,0,0,0,31,37,0,0,0,24,0,0,0,0,31,5,0
Place of life～feat. Tetsuya Komuro～（SCANDAL） ,D#/E♭_Major,0,24,2,0,11,0,63,0,0,0,0,2,0,0,1,0,25,10,0,0,16,0,0,0
24時間プラスの夜明け前（SCANDAL） ,B_Major,0,0,0,4,0,0,12,4,22,4,0,0,38,0,8,0,32,4,0,0,0,0,51,0
愛、チュセヨ（SDN48） ,D_minor,16,0,0,0,0,24,0,0,0,15,28,0,0,0,0,28,0,0,20,4,5,0,0,0
MIN・MIN・MIN（SDN48） ,E_minor,19,0,0,0,10,0,0,0,0,43,0,0,0,6,14,0,0,0,0,12,0,0,25,2
負け惜しみコングラチュレーション（SDN48） ,E_Major,0,0,10,13,0,0,0,6,31,0,0,0,1,17,0,0,12,15,27,3,0,1,33,0
口説きながら麻布十番 duet with みの もんた（SDN48） ,F#/G♭_minor,0,0,22,0,19,0,0,0,10,0,0,0,0,21,3,0,3,0,10,0,0,0,0,17
GAGAGA（SDN48） ,C#/D♭_minor,0,0,7,16,0,0,0,22,20,0,0,0,0,38,0,0,18,0,14,0,0,0,36,0
マタアイマショウ（SEAMO） ,C#/D♭_Major,0,0,3,0,0,0,0,0,0,0,2,39,46,0,0,0,42,0,0,0,0,39,0,0
MOTHER（SEAMO） ,C#/D♭_Major,0,0,30,0,0,0,0,11,0,0,10,0,13,0,0,0,26,0,0,0,0,16,0,0
約束（SEAMO） ,C#/D♭_Major,0,0,26,0,0,0,0,13,0,0,8,20,23,0,0,2,27,0,0,0,0,14,0,0
君は僕に似ている（See-Saw） ,G_Major,15,0,0,6,23,0,0,0,3,20,0,0,0,0,11,0,6,6,8,7,0,0,20,4
Smile on me（SEIKO＆Crazy.T） ,A_minor,6,1,0,0,1,4,3,0,0,0,10,0,0,0,6,0,2,0,0,12,2,0,0,0
Dragon Night（SEKAI NO OWARI） ,A#/B♭_Major,0,26,0,0,0,26,26,0,0,0,52,0,0,0,0,26,0,0,0,0,69,0,0,0
yume（SEKAI NO OWARI） ,C_Major,51,0,0,0,0,7,0,0,7,13,28,2,2,0,19,8,5,0,0,14,0,0,0,0
イルミネーション（SEKAI NO OWARI） ,F_Major,27,3,10,0,3,20,8,0,0,0,30,0,0,0,0,15,0,0,9,12,33,6,0,0
SOS（SEKAI NO OWARI） ,G_Major,27,1,0,0,24,0,0,0,1,13,0,0,0,0,51,0,0,0,0,6,0,0,0,11
illusion（SEKAI NO OWARI） ,A_minor,12,0,0,0,0,0,0,0,31,0,28,0,2,0,41,0,2,0,0,46,0,0,0,0
イルミネーション～初心者向け簡単コードVer.～（SEKAI NO OWARI） ,F_Major,27,0,7,0,5,20,6,0,0,0,24,0,0,0,0,15,0,0,12,15,31,6,0,0
TONIGHT（SEKAI NO OWARI） ,F_Major,27,0,0,0,8,9,0,0,0,0,25,0,0,0,5,16,0,0,3,11,16,10,0,0
Home（SEKAI NO OWARI） ,F_Major,45,0,0,0,0,18,0,0,0,0,37,0,0,0,0,16,0,0,6,12,33,0,6,0
RPG～初心者向け簡単Ver.～（SEKAI NO OWARI） ,E_Major,6,0,0,22,0,0,0,0,61,0,0,0,8,12,0,0,13,7,47,0,0,0,54,0
Hey Ho（SEKAI NO OWARI） ,D_Major,6,0,0,0,48,0,0,0,0,15,0,0,15,6,30,0,4,0,41,0,11,0,0,15
アースチャイルド（SEKAI NO OWARI） ,C_Major,15,0,8,0,0,10,2,0,2,26,23,12,12,0,35,0,17,0,7,25,3,8,5,0
Never Ending World（SEKAI NO OWARI） ,D#/E♭_minor,0,0,24,0,0,0,21,23,0,0,0,18,20,0,0,0,0,18,0,0,28,4,28,0
ANTI-HERO（SEKAI NO OWARI） ,F_minor,62,0,50,0,0,0,3,0,4,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0
サザンカ～動画視聴Ver.～（SEKAI NO OWARI） ,F_Major,50,0,7,0,0,23,1,0,0,0,64,0,0,0,2,19,0,0,6,1,23,0,0,3
スノーマジックファンタジー～初心者向け簡単Ver.～（SEKAI NO OWARI） ,D_Major,0,0,0,0,43,7,0,0,4,24,0,0,2,16,27,0,0,0,70,0,0,0,4,35
プレゼント（SEKAI NO OWARI） ,G_Major,30,15,7,0,42,4,0,0,19,11,4,0,2,0,41,0,0,0,10,14,0,0,21,8
スノーマジックファンタジー（SEKAI NO OWARI） ,D_Major,0,0,0,0,56,7,2,0,0,24,0,0,2,14,27,0,4,0,59,0,4,0,4,31
ファンタジー（SEKAI NO OWARI） ,C_Major,36,0,0,0,0,32,0,0,0,0,4,0,0,0,30,2,0,0,2,26,0,0,0,0
エデン（SEKAI NO OWARI） ,F#/G♭_Major,0,0,31,0,0,0,0,18,4,0,0,0,31,0,0,0,0,21,0,0,0,16,24,0
ピエロ（SEKAI NO OWARI） ,C_Major,39,0,0,0,0,10,0,0,11,32,43,0,0,0,65,0,0,0,0,43,0,0,0,0
イルミネーション～動画視聴Ver.～（SEKAI NO OWARI） ,F_Major,27,3,10,0,3,20,8,0,0,0,30,0,0,0,0,15,0,0,9,12,33,6,0,0
スターライトパレード～動画視聴Ver.～（SEKAI NO OWARI） ,D_Major,12,0,0,0,45,0,15,0,2,19,2,0,0,13,22,0,0,5,18,0,10,0,13,8
スターライトパレード～初心者向け簡単Ver.～（SEKAI NO OWARI） ,D_Major,0,0,0,0,70,0,2,0,7,32,2,0,5,0,23,0,0,0,18,0,0,0,13,12
MAGIC～動画視聴Ver.～（SEKAI NO OWARI） ,G_Major,37,5,2,0,52,0,7,0,2,12,10,0,4,0,56,0,4,0,0,6,4,0,2,12
スターライトパレード（SEKAI NO OWARI） ,D_Major,12,0,0,0,45,0,15,0,2,19,2,0,0,13,22,0,0,5,18,0,10,0,13,8
スノーマジックファンタジー～動画視聴Ver.～（SEKAI NO OWARI） ,D_Major,0,0,0,0,56,7,2,0,0,24,0,0,2,14,27,0,4,0,59,0,4,0,4,31
銀河街の悪夢（SEKAI NO OWARI） ,C_Major,39,0,0,0,5,25,0,0,10,5,13,3,5,0,51,0,11,0,17,27,11,0,0,11
サザンカ～初心者向け簡単Ver.～（SEKAI NO OWARI） ,F_Major,57,0,1,0,0,23,1,0,0,0,36,0,0,0,5,16,0,0,9,17,23,0,0,0
炎と森のカーニバル～動画視聴Ver.～（SEKAI NO OWARI） ,A_Major,0,0,0,26,36,0,0,0,47,0,0,0,0,26,0,0,0,0,41,0,0,0,0,1
ムーンライトステーション～remixed by Dux Content from London～（SEKAI NO OWARI） ,C#/D♭_Major,0,0,22,0,0,0,0,40,0,0,0,2,28,0,0,0,20,4,0,0,0,37,0,0
炎と森のカーニバル（SEKAI NO OWARI） ,A_Major,0,0,0,26,36,0,0,0,47,0,0,0,0,26,0,0,0,0,41,0,0,0,0,1
サザンカ（SEKAI NO OWARI） ,F_Major,50,0,7,0,0,23,1,0,0,0,64,0,0,0,2,19,0,0,6,1,23,0,0,3
炎の戦士（SEKAI NO OWARI） ,D_Major,0,0,0,0,40,0,0,0,5,1,0,0,7,3,24,0,0,0,32,0,0,0,0,33
花鳥風月（SEKAI NO OWARI） ,G_Major,23,4,0,0,38,0,0,0,0,25,0,0,0,8,51,0,0,0,0,15,0,0,0,17
MAGIC（SEKAI NO OWARI） ,G_Major,37,5,2,0,52,0,7,0,2,12,10,0,4,0,56,0,4,0,0,6,4,0,2,12
眠り姫（SEKAI NO OWARI） ,A#/B♭_Major,0,10,0,0,0,12,35,0,0,0,59,0,0,0,10,18,0,0,0,0,36,0,0,0
生物学的幻想曲（SEKAI NO OWARI） ,C_minor,0,28,0,0,3,0,9,0,0,0,7,0,0,0,26,1,22,0,0,0,22,0,4,0
天使と悪魔（世界の終わり） ,A#/B♭_Major,0,0,0,0,8,39,64,0,0,0,64,0,0,0,2,52,0,0,0,2,14,0,0,0
夜桜（SEKAI NO OWARI） ,F_Major,44,0,0,0,0,46,0,0,0,0,0,0,0,0,0,2,0,0,4,2,46,0,0,0
不死鳥（SEKAI NO OWARI） ,G_Major,53,0,0,0,9,0,0,0,6,2,0,0,0,0,80,0,0,0,0,47,3,3,4,23
虹色の戦争（世界の終わり） ,D_Major,0,0,0,0,31,0,0,0,0,0,0,0,19,6,52,0,0,18,54,0,0,0,0,49
RAIN（SEKAI NO OWARI） ,G#/A♭_Major,7,8,40,1,8,3,29,4,9,3,4,18,4,7,0,0,23,0,10,0,4,5,0,0
Fight Music（SEKAI NO OWARI） ,G_Major,24,0,0,0,40,17,6,0,0,25,0,0,0,2,43,0,0,0,0,27,0,0,5,38
Love the warz（SEKAI NO OWARI） ,C_minor,0,37,0,0,8,0,37,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0
RPG（SEKAI NO OWARI） ,E_Major,11,0,0,22,3,0,0,0,69,0,0,0,5,4,0,0,5,15,47,0,3,8,66,0
RPG（SEKAI NO OWARI） ,E_Major,11,0,0,22,3,0,0,0,69,0,0,0,5,4,0,0,5,15,47,0,3,8,66,0
桃源郷エイリアン（serial TV drama） ,B_minor,0,0,0,0,50,0,0,0,0,41,0,0,24,0,8,0,0,0,27,0,0,0,2,100
語れ！涙！（SEX MACHINEGUN） ,G_Major,26,0,0,0,42,0,0,0,0,37,0,0,0,0,11,0,0,0,9,0,0,0,21,3
A MY GIRL FRIEND（Sexy Zone） ,F#/G♭_Major,1,0,17,16,3,11,4,7,13,7,0,0,23,9,1,0,2,8,21,0,2,4,3,23
Lady ダイヤモンド（Sexy Zone） ,A_Major,2,0,8,4,18,12,4,0,60,0,0,0,8,8,16,0,0,0,51,0,0,0,5,26
